product_name,category,price,product_url,img_link,memberNo,skintype,skinton,skinconcerns,goodsNo,gdasContent,gdasValue,date
[고민진정] 라운드랩 포 맨 소나무 진정 시카 토너 200ml,스킨/토너,"18,500",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000199153&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=26,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0019/A00000019915301ko.jpg?l=ko,M0000019876458,,,,A000000199153,행사기간에 저렴하게 구매해서 좋아요<br/>순하고 스킨팩으로 사용하기 좋아요,10,2024.11.10
제나벨 PDRN 리쥬비네이팅 토너 300ml,스킨/토너,"18,250",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000207031&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=27,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0020/A00000020703103ko.jpg?l=ko,M0000000886608,,,,A000000207031,닦토로 사용하고 있는데 적당한 유수분감과 끈적임 없는 면이 좋아요!<br/>용량도 커서 가성비 좋습니다!,10,2024.10.27
바버501 애프터 쉐이브 165ml 2종 택1,스킨/토너,"17,900",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000149122&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=29,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0014/A00000014912204ko.jpg?l=ko,M0000004702996,['트러블성'],['가을웜톤'],"['각질', '모공', '민감성', '트러블']",A000000149122,"애프터쉐이브! 면도 후 피부에 도포하는 제품입니다 :D<br/><br/>🌵향<br/>시트러스 계열의 시원한 향이었어요 :D 사용 후 산뜻해지고 기분좋아지는 느낌! 향 때문인지 더 그랬던 것 같아요 만족합니다!<br/><br/>🌵제형<br/>물 같은 제형이고 남자 스킨처럼 손에 찹찹 얼굴에 찹찹 하면 돼서 사용하기 편리했다고 합니다! <br/><br/>🌵용기<br/>뚜껑을 열어 덜어 사용하는 제품입니다! 펌프형이면 더 좋지 않았을까 하고 물어봤더니 그럼 제형상 튈 것 같다고 오히려 이렇게 뚜껑 돌려 여는 방식이라 더 좋다고 하네요 ㅎㅎ<br/><br/>🌵총평<br/>평소 애프터쉐이브 제품을 사용해본 적이 없다고 하는데, 이 제품으로 입문하고 상당히 만족하고 있다고 합니다! 면도하고 나서 거뭇거뭇해지거나 트러블이 올라오거나 하는 걸 막아주는 역할도 하고 향도 산뜻하고 좋다고, 면도가 또 하고싶을 정도라고 하네요 :) 재구매의사 100!",10,2022.09.25
애즈이즈투비 히아루로닉 에센셜 토너 200ml,스킨/토너,"17,600",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000144122&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=30,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0014/A00000014412202ko.jpg?l=ko,M0000016124501,,,,A000000144122,인플러언서 추천으로 구입하게된 토너!<br/>엄청난 지복합성 피부인데 이 토너 하나로 지성피부가 잡혔어요. 유수분 밸런스 잘 잡아줘서 저녁에도 기름지지 않고 산뜻해요~,10,2024.07.31
셀리맥스 더 리얼 노니 수분 밸런싱 토너 320ml,스킨/토너,"17,600",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000160817&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=31,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0016/A00000016081704ko.jpg?l=ko,M0000010630149,['지성'],['웜톤'],"['모공', '민감성', '잡티', '트러블']",A000000160817,"🧚🏻<br/>셀리맥스 더 리얼 노니 수분 밸런싱 토너 체험단 신청했습니다!🏃🏻‍♀️<br/><br/>노니 앰플로 익히 접해왔던 제품이었어요! 셀리맥스에서 출시되는 다른 제품들도 몇가지 사용해본적 있었는데 노니라인은 처음 사용해봅니다!<br/>사실 요 택배를 받기 전에 너무 궁금해서 오프라인 매장에 들러서 테스터를 해보고 왔어요ㅎㅎㅎ 마침 앰플도 테스터가 나와있어서 사용해봤는데 앰플도 역시 좋더라구요!<br/>토너를 조금 덜어서 손으로 톡톡톡 해줬는데도 촉촉하고 좋았어요. 마스크 때문에 향을 자세하게 맡진 못했는데 독하거나 불쾌하지 않았던 것 같습니다!<br/><br/>저는 주로 닦토를 거의 하는 편이고, 흡토는 잘 안 하게 되더라구요. 뭔가 손바닥에 닿는 건 로션이랑 마찬가지인데 토너는 흐르기도 하고 닦토하는 것을 선호합니다.<br/>여러가지 토너를 꺼내놓고 사용하는 편이라 요 토너는 자리가 나면 그때 뜯어서 쓰기 시작하려고요ㅎㅎ,,<br/><br/>써보고 싶었던 제품인데 체험단으로 사용해볼 수 있어 너무 좋습니다. 감사합니다 잘 써볼게요 올영🎁",10,2022.01.27
마녀공장 비피다 바이옴 앰플 토너 400ml ,스킨/토너,"17,500",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000136077&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=32,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0013/A00000013607718ko.jpg?l=ko,M0000003815897,['복합성'],['웜톤'],"['미백', '민감성', '잡티', '탄력']",A000000136077,"💟벌써 두개째 사용중인 데일리 토너 마녀공장 토너💟<br/>이제 마녀공장 비피다 바이옴 토너 말고 대체할 수 있는 <br/>토너는 없어요...닦토하기에 정말 좋습니다ㅠㅠ또 재구매 각!<br/>✔️용기 : 위생적으로 사용하기 좋은 용기입니다! 구멍도 적당해서 콸콸 쏟아지지 않고 원하는 만큼 조절하기 좋습니당!<br/>✔️제형 : 흐르는 물 제형이에요ㅎㅎ 콧물제형 아닙니당!<br/>끈적이거나 그렇지 않습니다!<br/>✔️효과 : 처음 마녀공장 토너 사용한 후에 그 느낌 그대로 여전히 느끼고 있어요!! 피부에 각질도 어느정도 정돈되고, 무엇보다 피부에 정말 필요한 수분을 잘 채워주는 기분이에요 :)<br/>피부 진피 아래 세포 하나하나가 건강해지는 느낌입니다ㅠㅠ<br/>✔️추천 피부 : 아무래도 물 제형이다보니! 정말 극건성이신 분들 말고 지복합성, 수부지, 지성 분들이 사용하시기에 적합한거 같아요!! 4계절 내내 사용하기 좋은 제품입니다^_^<br/>✔️함께하면 좋은 제품 : 저는 개인적으로 비피다 전 라인을 같이 사용하고 있지만, 건성이신 분들이 사용하고 싶으시다면 좀 더 약간 점성이 있는 수분제품을 추가해서 사용하시면 좋을거 같아요 ㅎㅎ",10,2021.03.27
리얼베리어 모공비움 필링 토너 305ml,스킨/토너,"15,400",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000181312&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=33,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0018/A00000018131207ko.jpg?l=ko,M0000011120792,['건성'],['쿨톤'],"['미백', '잡티']",A000000181312,"모공이 심한편은 아니지만 나이가 들면서 점점 모공이 눈에 보이기 시작하더라구요 <br/>미리미리 관리 해주면 좋을꺼 같아서 모공관리듀 되면서 각질관리가 되는 토너를 사용해 보게 되었습니다 <br/><br/>필링토너라는 이름답게 일단 각질제거에 탁월한거 같아요 <br/>화장솜에 듬뿍 묻혀서 슬쩍 닦에줬을 뿐인데 피붓결이 엄청 보들보들해지더라구요 <br/><br/>토너를 이걸로 바꾸고나서 , 세안후 닦토해주고 메이크업을 하면 화장도 더 잘먹는 느낌이예요 !!<br/><br/>모공수축은 눈에띄게 효과를 보진 못했지만 꾸준히 사용하면 효과가 있을꺼라 기대하고 토너는 이걸로 정착할 생각입니다 ^^",10,2023.04.16
더바디샵 티트리 오일 10ML,스킨/토너,"15,200",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000206418&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=34,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0020/A00000020641801ko.jpg?l=ko,M0000004422235,,,,A000000206418,배송 빠르고 제품 하자 없이 왔어요 트러블 올라올때 마다 사용 하는데 진정 효과가 좋아요 떨어지기 전에 꼭 쟁여 놓는 제품 입니다,10,2024.11.01
라끄베르 옴므 리차지 애프터쉐이브 185ml,스킨/토너,"15,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000016751&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=35,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0001/A00000001675102ko.jpg?l=ko,M0000018351785,,,,A000000016751,매장에서 남편 화장품 구매<br/>이것저것  여러종류로 써보고 있어요.<br/>스킨로션 합쳐져있는 제품을 선호 합니다.<br/>첨 써보는제품인데 별말없이 잘  쓰고 있네요.,10,2024.10.07
원씽 나이아신아마이드 10%,스킨/토너,"14,900",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000158322&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=36,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0015/A00000015832205ko.jpg?l=ko,M0000010329944,['지성'],['쿨톤'],"['각질', '모공', '블랙헤드', '잡티', '주름', '트러블', '피지과다', '홍조']",A000000158322,"나이아신아마이드는 코스알엑스 제품으로 처음 접했는데요, 그 때 저는 자꾸만 반복되는 피부 고민 때문에 스트레스를 많이 받고 있던 상황이었어요. (매번 병원을 갈 수도 없는 노릇이니까요...) 그래서 스킨케어 제품을 이것저것 사용해보면서 최대한 내 피부 문제에 도움이 되는 성분을 찾으려고 많이 고민했답니다.<br/><br/>그러던 중에 요 “나이아신아마이드”라는 성분을 알게 되었는데, 가격이 비싸지도 않으면서 유분 조절과 피부 미백이라는 두 마리 토끼를 다 잡을 수 있어서 무한 신뢰감을 가지게 되었답니다. 코스알엑스보다 좀 더 저렴한 제품이 없을까 하다가 10% 함량에 1만원 초반인 요 원씽제품을 발견했고, 이걸로 갈아탔어요ㅎ 용량도 훨씬 더 많아서 개이득...!<br/><br/>그런데 이건 토너형태에 입구가 좀 사용하기 불편한 감이 있어서 주둥이 형태(?) 입구가 뾰족한 그런 형태로 좀 리뉴얼돼서 나왔으면 하는 바람이 있습니다. 저렴한 제품 찾는 분들께 강력 추천 드려요 !! 원씽 제품이 대체적으로 다 저렴해서 좋더라고요",10,2024.03.05
[수분진정] 이니스프리 그린티 히알루론산 스킨 170ml,스킨/토너,"13,300",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000183209&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=37,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0018/A00000018320909ko.jpg?l=ko,M0000003370907,,,,A000000183209,"저렴해서 산건데, 생각보다 너무 촉촉해서 2통째 구입했어요!",10,2024.10.28
이즈앤트리 히아루론산 토너 200ml,스킨/토너,"11,900",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000129443&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=38,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0012/A00000012944322ko.jpg?l=ko,M0000003906602,['건성'],['쿨톤'],"['각질', '다크서클', '모공', '미백', '블랙헤드', '잡티', '주름', '탄력', '트러블', '피지과다']",A000000129443,콧물 스킨이예요..<br/>닥토로도 좋고<br/>흡토로도 좋아요..<br/>건조한 계절에 더 좋을것 같아요.,8,2024.03.03
[에센스 토너/세안밴드 증정] 하다라보 고쿠쥰 로션170ml,스킨/토너,"11,900",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000144551&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=39,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0014/A00000014455118ko.jpg?l=ko,M0000018259579,,,,A000000144551,정말 정말 싸개 샀는대 거짓말안하구 진짜 제일 좋아요!! 제가 수부지라서 가벼운 재품인대 촉촉한 걸 좋아하거든요?? 이건 진짜 촉촉한 거도 오래가서 건조하지두 않구 딱좋아요.. 트러블도 안올라옴 ㅎㅎ,8,2024.10.28
식물나라 어린녹차 촉촉 진정토너 500mL,스킨/토너,"10,800",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000203171&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=40,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0020/A00000020317103ko.jpg?l=ko,M0000010230162,,,,A000000203171,수분부족지성피부인데 나이가 들어가니 부쩍 가을 겨울철에 얼굴이 땡겨서 토너가 마침 떨어졌길래 구매해 봤어요. 결론부터 말씀드리자면 건조한 피부가 촉촉해지거나 하진 않는 거 같아요. 다만 땡기지도 않습니다. 점성있는 토너인데 얼굴에 바르면 끈적이지 않고 바로 흡수 잘되서 산뜻한 사용감이 아주 맘에 들었고 세수하고 다른 화장품 바르기전 건조한 얼굴에 빠르게 그냥 퍽퍽 듬뿍 바르고 나면 피부 결 정돈도되고 건조함도 어느정도 진정되고 다음 제품 바르기에도 좋은거 같아서 만족하면서 사용하고 있습니다. 용량도 많아서 부담감없이 듬뿍 바르기에도 좋은거 같아요~,8,2024.11.09
바이오더마 센시비오 토너 250ml,스킨/토너,"24,650",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000002839&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=41,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0000/A00000000283908ko.jpg?l=ko,M0000004636622,['건성'],['가을웜톤'],"['다크서클', '민감성', '잡티']",A000000002839,토너는 피부 컨디션에는 효과가 별로 없다는 편견을 깨준 제품!!,10,2024.11.03
바이오더마 하이드라비오 토너 250ml,스킨/토너,"29,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000004434&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=42,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0000/A00000000443410ko.jpg?l=ko,M0000000725522,,,,A000000004434,바이오더마 스킨이 수부지 피부에 막바르기 좋다고해서 세일기간에 구매해 보았습니다 속건조가 있는편이라 환절기에<br/>레이어링 해서 발라보려고여,10,2024.10.01
엠도씨 릴리프 토닉 위드 애프터셰이브 150ml,스킨/토너,"20,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000011084&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=43,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0001/A00000001108403ko.jpg?l=ko,M0000004010570,['복합성'],['쿨톤'],"['모공', '민감성', '블랙헤드', '탄력', '트러블', '피지과다']",A000000011084,아부지가 다른 건 안 쓰는데 요것만 쓰세요 가벼워서 좋다고 하시네요,10,2024.01.06
엠도씨 세붐 스트라이크 토너 150ml,스킨/토너,"18,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000011085&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=44,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0001/A00000001108504ko.jpg?l=ko,M0000003427894,[],[],[],A000000011085,재구매 합니다.             순하고 좋아요ㅎㅎ.,10,2020.06.26
케어존 피큐어 포어 튜닝 토너 EX 170ml,스킨/토너,"23,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000014088&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=45,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0001/A00000001408802ko.jpg?l=ko,M0000001858539,[],[],[],A000000014088,나이트 케어용으로 추천이네요<br/>원래쓰던 복숭아? 파우치 주던 라인이 없어져서<br/>대신 주문했어요<br/>자기 전 닦토로 잘 씁니다,10,2023.07.04
유리아쥬 제모스 토너 250ml,스킨/토너,"28,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000016873&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=46,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0001/A00000001687325ko.jpg?l=ko,M0000013403061,['지성'],['쿨톤'],"['각질', '모공', '미백', '블랙헤드', '잡티', '트러블', '피지과다']",A000000016873,친구가 두 번이나 사용하고 너무 좋다고 추천하길래 구매하게 됐어요 친구는 건성이고 저는 지성인데 저한테도 너무 잘 맞더라구요 <br/>🌟텍스쳐 - 되게 가볍고 산뜻한 느낌이에요 가끔 보습제품은 너무 무거운 느낌이 있어서 여름에는 안바르게 되는데 이 제품은 가벼워서 여름에도 보습하기 부담스럽지 않아요👍<br/>🌟보습 - 당연히 보습력도 최고죠!! 요즘 에어컨 때문에 많이 땡겼는데 토너로 살살 닦아내니까 코팅된 것처럼 촉촉해져요 보통 다른 제품은 토너를 닦아낸 직후에는 촉촉해도 금방 수분이 날라가서 바로 건조해지는데 이 제품은 에센스 바른 것처럼 촉촉해요<br/>🌟가성비 - 보통 토너는 마지막 세안역할로 구매해서 정말 대용량에 저렴한 제품을 구매했어서 이 가격도 좀 비싸다고 생각했는데 사용해보니까 제품의 성능에 비해 좀 저렴하다고도 느껴지더라구요,10,2021.08.21
크리니크 클래리파잉 로션 투와이스 어 데이 엑스폴리에이터 3 200ml,스킨/토너,"42,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000104169&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=47,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0010/A00000010416903ko.jpeg?l=ko,M0000000443685,['건성'],['웜톤'],"['미백', '잡티', '주름', '탄력', '홍조']",A000000104169,"소주 토너를 사용한지도 꽤 오랜 시간이.지난 것 같습니다. 크리니스 일부 제품들이 할인 행사를 하고 있는 것 같았는데 마침 소주 토너도 할인 대상이어서 아주 반가운 마음으로 구입하게 되었습니다.<br/>우선 가격적인 면이 아주 착하고요, 백화점에서 구입하면 3만원이 넘는.가격으로 구입이 가능한데 올리브영에서 이렇게 저렴한 가격으러 구입을 할 수 있다니 정말 좋습니다. 그리고 이번 행사기간에는 샘플도 같이 동봉되서 배송을.받아서 더 좋았던 것 같습니다.<br/>각질 제거에 좋은 효과가 있다고 써있어서 사용 중이고요 닥토 용도루는.크리니크 소주 스킨을 따라잡을 제품이 있을까 싶습니다. 앞으로도 꾸준히.사용할 제품이라 할인도 자주 해주시고 올리브영 입점도 계속 유지되었으면 합니다. 살짝 화하고 건조함을 느낄수 있지만 전반적으로 아주 만족스러운 제품입니다. 감사합니다<br/>.",10,2022.01.15
크리니크 포 맨 워터리 모이스춰 로션 200ml,스킨/토너,"49,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000104970&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=48,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0010/A00000010497002ko.jpeg?l=ko,M0000011221115,['민감성'],['쿨톤'],"['모공', '민감성', '트러블']",A000000104970,남편이쓰는 토너입니다 간편하게 톡톡 두들겨 흡수 시키기 좋아요,10,2024.05.27
바이오더마 세비엄 로션 200ml,스킨/토너,"32,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000113195&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=1,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0011/A00000011319514ko.jpg?l=ko,M0000018198498,[],[],[],A000000113195,조금 자극감이 있어요 지성피부인데 조금 자극 느껴지고 피지조절은 조금 되는거 같아요,8,2024.10.20
[응급진정토닉] 아이소이 아크니 닥터 1st 컨트롤 토닉 90ml,스킨/토너,"28,800",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000113806&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=2,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0011/A00000011380610ko.jpg?l=ko,M0000019121466,,,,A000000113806,자극도 없고 냄새도 좋고 아직 쓴지 한 달 안됐는데 나쁘진 않아요!! 일단 효과가 다른 제품들 보다는 좋은 것 같아요,10,2024.09.21
[진정뿌토] 시카고 시카 엑스퍼트 미스트 토너 150ml,스킨/토너,"16,800",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000115910&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=3,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0011/A00000011591006ko.jpg?l=ko,M0000002241083,['건성'],['웜톤'],"['민감성', '아토피', '잡티', '주름', '트러블', '홍조']",A000000115910,뿌리는 분사력이약한데 오히례 세지않아 더마음에들어요 그리고향도 너무좋고 가벼워요 양도 많고 너무좋아요,10,2020.02.13
눅스 아쿠아벨라 에센스 토너 200ml,스킨/토너,"24,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000116600&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=4,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0011/A00000011660005ko.jpg?l=ko,M0000003939487,[],[],[],A000000116600,토너가 필요해서 찾던 중에 구매해봤어요 ~!!,8,2021.06.23
유리아쥬 배리어덤 시카 토너 250ml,스킨/토너,"19,880",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000116658&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=5,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0011/A00000011665812ko.jpg?l=ko,M0000004005932,['복합성'],['웜톤'],"['각질', '모공', '미백', '민감성', '블랙헤드', '아토피', '잡티', '주름', '탄력', '트러블', '피지과다', '홍조']",A000000116658,"지난주에 구매한 유리아쥬 배리어덤 시카 데일리 세럼 기획세트 안에 <br/>구성품으로 들어있던 시카 토너 사용하고 너무 좋아서 바로 구입했어요 <br/>진짜 1회 사용으로 완전 효과 본 사람입니다 <br/><br/>유리아쥬 좋은건 다들 아시잖아요<br/>거기다 저처럼 민감, 예민 폭발하는 피부를 위해 만들어진 제품이니 더 믿음이 갔어요 <br/><br/>이름조차 민감 진정 시카 토너잖아요 ㅠㅠ <br/>수시로 닦토, 토너팩 자주하는 저한테는 정말 딱 맞는 제품이에요 <br/><br/>민감한 날, 빨갛게 부분적으로 달아오른 피부에 닦토나 토너팩 잘못하면 더 울긋불긋 달아오르는거 아시죠?<br/>이 아이 정말 물건이에요 <br/>오히려 붉은 부분을 가라앉히더라고요 ㅠㅠ <br/><br/>대신 다른 토너들과는 다르게 사용전에 충분히 흔들어줘야 해요 <br/>유리아쥬 제품의 메인인 온천수와 천연 미네랄 성분이 잘 섞여줘야하거든요 <br/>거기다 모공을 조여주는 효과까지 있다고 하니 꾸준히 사용하다보면 모공 개선도 될것 같아요 <br/><br/>유리아쥬 배리어덤 시카 토너 사용하고 배리어덤 시카 데일리 세럼 바르고 <br/>거기다 라로슈포제 똘러리앙 울트라 나이트 크림까지 사용하면 <br/>달아오른 피부, 진정 바로 됩니다 <br/>이 조합 미쳤어요!!",10,2021.03.07
아임프롬 라이스 토너 150ml,스킨/토너,"28,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000118427&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=6,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0011/A00000011842709ko.jpg?l=ko,M0000011000573,[],[],[],A000000118427,아이프롬 에센스도 잘써서 토너로 샀어요 ㅋㅋ<br/>화장솜 묻혀서 하면 피부도 착착 먼지 잘 닦이고 조아용,10,2019.05.19
싸이닉 더 심플 카밍 토너 145ml,스킨/토너,"8,400",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000121246&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=7,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0012/A00000012124613ko.png?l=ko,M0000003900582,,,,A000000121246,"일단 택배가 금방 와서 좋았어요ㅎㅎ 칼배송🔪 클렌징하고 세수한 다음에 바로 토너로 얼굴에 찹찹 흡수시키는거 좋아하는데 사용하던게 다 떨어져서 구매했어요! 정말 물같은 제형이이에요. 요즘 날씨에는 보습력이 살짝 아쉬울 수 있을 것 같아요. 날씨가 건조하다보니까 토너 흡수해주고 바로 앰플이나 로션 안발라주면 살짝 땡기는 느낌…? 근데 저는 세수하고 바로 수분 공급해주려고 구매해서 딱이었어요! 아 그리고 닦토하시는 분들한테도 좋을 것 같아요!! 작은 사이즈 같이 와서 유용하게 쓸 수 있을 것 같아요. 케이스가 약간 네일리무버 느낌이라ㅋㅋㅋ 사용 전에 한번씩 확인하게 되는 것 같아요. 토너 맞지? 하면서ㅎㅎ,, 토너 사용해보니깐 같은 라인 로션도 써보고 싶어졌어요! 세안하고 나서 가벼운 로션 발라주고 싶은데 순한게 느껴져서 써보고 싶으네용ㅎ 제형은 완전 물같은 느낌이에요! 끈덕거림이나 이런거 하나도 없어서 좋았네요👍🏻",10,2021.10.14
클럽맨리저브 젠트진 에프터쉐이브 50ml,스킨/토너,"9,000",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000124493&dispCatNo=100000100010013&t_page=카테고리관&t_click=스킨/토너_전체__상품상세&t_number=9,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0012/A00000012449302ko.jpg?l=ko,M0000018530229,,,,A000000124493,아빠가 계속 알코올스킨을 원하셔서 테스트용으로 작은 거 사드린 건데 너무 만족해하시네요. 아무래도 면도 후에 바르는 알코올 스킨이다 보니 따끔한건 당연히 있어요. 이거 다 쓰시면 큰 용량으로 새로 사 드릴려구요ㅎㅎ,10,2024.09.23
